    A       	B
    0.1215   16.2899
    0.1317   16.3302
    0.1418   16.3979
    0.1519   16.4655
    0.1621   16.5311
    0.1722   16.5925
    0.1823   16.6229
    0.1925   16.6170
    0.2026   16.6198
    0.2127   16.6301
    0.2228   16.6406
    0.2330   16.6442
    0.2431   16.6313
    0.2532   16.5935
    0.2634   16.5311
    0.2735   16.4504
    0.2836   16.3578
    0.2937   16.2573
    0.3039   16.1519
    0.3140   16.0437
    0.3241   15.9344
    0.3343   15.8257
    0.3444   15.7203
    0.3545   15.6243
    0.3646   15.5515
    0.3748   15.5021
    0.3849   15.4631
    0.3950   15.4290
    0.4052   15.3981
    0.4153   15.3695
    0.4254   15.3426
    0.4355   15.3166
    0.4457   15.2910
    0.4558   15.2652
    0.4659   15.2386
    0.4761   15.2104
    0.4862   15.1805
    0.4963   15.1485
    0.5064   15.1145
    0.5166   15.0789
    0.5267   15.0422
    0.5368   15.0052
    0.5470   14.9690
    0.5571   14.9355
    0.5672   14.9084
    0.5774   14.8967
    0.5875   14.9017
    0.5976   14.9166
    0.6077   14.9408
    0.6178   14.9733
    0.6279   15.0127
    0.6380   15.0577
    0.6481   15.1186
    0.6582   15.2180
    0.6683   15.3283
    0.6784   15.4453
    0.6885   15.5534
    0.6986   15.5878
    0.7087   15.5473
    0.7188   15.5329
    0.7289   15.6263
    0.7390   15.7310
    0.7491   15.8437
    0.7592   15.9595
    0.7693   16.0726
    0.7794   16.1764
    0.7895   16.2637
    0.7996   16.3285
    0.8097   16.3670
    0.8198   16.3791
    0.8299   16.3679
    0.8400   16.3380
    0.8501   16.2942
    0.8602   16.2410
    0.8703   16.1818
    0.8804   16.1198
    0.8905   16.0574
    0.9006   15.9968
    0.9107   15.9399
    0.9209   15.9818
    0.9311   16.0766
    0.9412   16.1885
    0.9514   16.3016
    0.9616   16.4083
    0.9718   16.5033
    0.9820   16.5825
    0.9922   16.6422
    1.0024   16.6793
    1.0126   16.6919
    1.0227   16.6869
    1.0328   16.6715
    1.0429   16.6452
    1.0530   16.6073
    1.0631   16.5571
    1.0732   16.4938
    1.0833   16.4165
    1.0934   16.3246
    1.1035   16.2185
    1.1136   16.0995
    1.1237   15.9710
    1.1338   15.8387
    1.1439   15.7123
    1.1540   15.6048
    1.1641   15.5210
    1.1742   15.4467
    1.1843   15.3671
    1.1944   15.2777
    1.2045   15.1809
    1.2146   15.0832
    1.2247   14.9943
    1.2348   14.9276
    1.2449   14.8913
    1.2550   14.8769
    1.2651   14.8706
    1.2752   14.8641
    1.2853   14.8541
    1.2954   14.8405
    1.3055   14.8249
    1.3156   14.8097
    1.3257   14.7971
    1.3358   14.7889
    1.3459   14.7860
    1.3560   14.7886
    1.3662   14.7965
    1.3763   14.8095
    1.3864   14.8272
    1.3965   14.8495
    1.4067   14.8759
    1.4168   14.9060
    1.4269   14.9393
    1.4371   14.9752
    1.4472   15.0133
    1.4573   15.0531
    1.4674   15.0939
    1.4776   15.1355
    1.4877   15.1775
    1.4978   15.2196
    1.5080   15.2616
    1.5181   15.3035
    1.5282   15.3453
    1.5384   15.3873
    1.5485   15.4297
    1.5586   15.4730
    1.5687   15.5174
    1.5789   15.5634
    1.5890   15.6116
    1.5991   15.6623
    1.6093   15.7161
    1.6194   15.7733
    1.6295   15.8343
    1.6396   15.8991
    1.6498   15.9675
    1.6599   16.0389
    1.6700   16.1121
    1.6802   16.1855
    1.6903   16.2569
    1.7004   16.3236
    1.7105   16.3828
    1.7207   16.4313
    1.7308   16.4656
    1.7409   16.4833
    1.7511   16.4839
    1.7612   16.4711
    1.7713   16.4499
    1.7814   16.4223
    1.7916   16.3871
    1.8017   16.3452
    1.8118   16.3020
    1.8220   16.2651
    1.8321   16.2405
    1.8422   16.2288
    1.8523   16.2245
    1.8625   16.2199
    1.8726   16.2106
    1.8827   16.1987
    1.8929   16.1916
    1.9030   16.1994
    1.9131   16.2151
    1.9233   16.2222
    1.9334   16.2052
    1.9436   16.1894
    1.9538   16.1751
    1.9640   16.1624
    1.9742   16.1514
    1.9844   16.1424
    1.9946   16.1352
    2.0048   16.1301
    2.0150   16.1270
    2.0251   16.1260

    0.0000   16.3615
    0.0101   16.3539
    0.0203   16.3328
    0.0304   16.3033
    0.0405   16.2732
    0.0506   16.2502
    0.0608   16.2445
    0.0709   16.2849
    0.0810   16.3295
    0.0912   16.3773
    0.1013   16.4272
    0.1114   16.4732
    0.1215   16.4862
    0.1317   16.5185
    0.1418   16.5674
    0.1519   16.6294
    0.1621   16.6945
    0.1722   16.7148
    0.1823   16.7269
    0.1925   16.7917
    0.2026   16.8586
    0.2127   16.8981
    0.2228   16.9057
    0.2330   16.8942
    0.2431   16.8798
    0.2532   16.8746
    0.2634   16.8804
    0.2735   16.8910
    0.2836   16.8988
    0.2937   16.8957
    0.3039   16.8744
    0.3140   16.8331
    0.3241   16.7764
    0.3343   16.7104
    0.3444   16.6398
    0.3545   16.5672
    0.3646   16.4944
    0.3748   16.4223
    0.3849   16.3516
    0.3950   16.2830
    0.4052   16.2168
    0.4153   16.1536
    0.4254   16.0937
    0.4355   16.0376
    0.4457   15.9859
    0.4558   15.9391
    0.4659   15.8978
    0.4761   15.8625
    0.4862   15.8334
    0.4963   15.8107
    0.5064   15.7943
    0.5166   15.7835
    0.5267   15.7777
    0.5368   15.7757
    0.5470   15.7765
    0.5571   15.7785
    0.5672   15.7804
    0.5774   15.7812
    0.5875   15.7832
    0.5976   15.7892
    0.6077   15.7985
    0.6178   15.8099
    0.6279   15.8215
    0.6380   15.8304
    0.6481   15.8327
    0.6582   15.8242
    0.6683   15.8022
    0.6784   15.7687
    0.6885   15.7404
    0.6986   15.7840
    0.7087   15.9020
    0.7188   16.0309
    0.7289   16.1195
    0.7390   16.2015
    0.7491   16.2928
    0.7592   16.3378
    0.7693   16.3918
    0.7794   16.4696
    0.7895   16.5767
    0.7996   16.7114
    0.8097   16.8682
    0.8198   17.0407
    0.8299   17.1758
    0.8400   17.2090
    0.8501   17.2124
    0.8602   17.1961
    0.8703   17.1703
    0.8804   17.1434
    0.8905   17.1210
    0.9006   17.1065
    0.9107   17.1015
    0.9209   17.1140
    0.9311   17.1506
    0.9412   17.2090
    0.9514   17.2856
    0.9616   17.3767
    0.9718   17.4780
    0.9820   17.5859
    0.9922   17.6965
    1.0024   17.8068
    1.0126   17.9137
    1.0227   17.9078
    1.0328   17.8890
    1.0429   17.8552
    1.0530   17.8045
    1.0631   17.7354
    1.0732   17.6482
    1.0833   17.5455
    1.0934   17.4324
    1.1035   17.3146
    1.1136   17.1973
    1.1237   17.0842
    1.1338   16.9783
    1.1439   16.8822
    1.1540   16.7984
    1.1641   16.7287
    1.1742   16.6726
    1.1843   16.6263
    1.1944   16.5827
    1.2045   16.5334
    1.2146   16.4731
    1.2247   16.4027
    1.2348   16.3286
    1.2449   16.2580
    1.2550   16.1969
    1.2651   16.1492
    1.2752   16.1164
    1.2853   16.0979
    1.2954   16.0913
    1.3055   16.0930
    1.3156   16.0991
    1.3257   16.1062
    1.3358   16.1117
    1.3459   16.1137
    1.3560   16.1137
    1.3662   16.1138
    1.3763   16.1142
    1.3864   16.1151
    1.3965   16.1168
    1.4067   16.1197
    1.4168   16.1242
    1.4269   16.1308
    1.4371   16.1398
    1.4472   16.1519
    1.4573   16.1673
    1.4674   16.1865
    1.4776   16.2097
    1.4877   16.2373
    1.4978   16.2691
    1.5080   16.3053
    1.5181   16.3456
    1.5282   16.3896
    1.5384   16.4370
    1.5485   16.4872
    1.5586   16.5396
    1.5687   16.5936
    1.5789   16.6486
    1.5890   16.7037
    1.5991   16.7586
    1.6093   16.8124
    1.6194   16.8647
    1.6295   16.9148
    1.6396   16.9620
    1.6498   17.0056
    1.6599   17.0444
    1.6700   17.0769
    1.6802   17.1007
    1.6903   17.1120
    1.7004   17.1060
    1.7105   17.0784
    1.7207   17.0301
    1.7308   16.9689
    1.7409   16.9058
    1.7511   16.8490
    1.7612   16.8010
    1.7713   16.7596
    1.7814   16.7236
    1.7916   16.6828
    1.8017   16.6241
    1.8118   16.5671
    1.8220   16.5128
    1.8321   16.4616
    1.8422   16.4142
    1.8523   16.3711
    1.8625   16.3328
    1.8726   16.2997
    1.8827   16.2722
    1.8929   16.2505
    1.9030   16.2348
    1.9131   16.2253
    1.9233   16.2222
    1.9334   16.2401
    1.9436   16.2586
    1.9538   16.2773
    1.9640   16.2957
    1.9742   16.3132
    1.9844   16.3290
    1.9946   16.3425
    2.0048   16.3528
    2.0150   16.3593
    2.0251   16.3615

    0.0000   16.3615
    0.0101   16.3629
    0.0203   16.3672
    0.0304   16.3749
    0.0405   16.3866
    0.0506   16.4030
    0.0608   16.4246
    0.0709   16.4521
    0.0810   16.4859
    0.0912   16.4975
    0.1013   16.4795
    0.1114   16.4779
    0.1215   16.5287
    0.1317   16.5791
    0.1418   16.6289
    0.1519   16.6776
    0.1621   16.7248
    0.1722   16.7699
    0.1823   16.8123
    0.1925   16.8513
    0.2026   16.8861
    0.2127   16.9163
    0.2228   16.9413
    0.2330   16.9607
    0.2431   16.9746
    0.2532   16.9829
    0.2634   16.9858
    0.2735   16.9836
    0.2836   16.9768
    0.2937   16.9657
    0.3039   16.9510
    0.3140   16.9331
    0.3241   16.9126
    0.3343   16.8899
    0.3444   16.8655
    0.3545   16.8399
    0.3646   16.8134
    0.3748   16.7865
    0.3849   16.7593
    0.3950   16.7323
    0.4052   16.7056
    0.4153   16.6796
    0.4254   16.6543
    0.4355   16.6300
    0.4457   16.6068
    0.4558   16.5849
    0.4659   16.5512
    0.4761   16.4938
    0.4862   16.4383
    0.4963   16.3853
    0.5064   16.3353
    0.5166   16.2890
    0.5267   16.2469
    0.5368   16.2101
    0.5470   16.1796
    0.5571   16.1564
    0.5672   16.1419
    0.5774   16.1369
    0.5875   16.1401
    0.5976   16.1490
    0.6077   16.1606
    0.6178   16.1666
    0.6279   16.1529
    0.6380   16.1167
    0.6481   16.0705
    0.6582   16.0255
    0.6683   15.9889
    0.6784   15.9655
    0.6885   15.9590
    0.6986   15.9714
    0.7087   16.0029
    0.7188   16.0528
    0.7289   16.1470
    0.7390   16.2349
    0.7491   16.2973
    0.7592   16.4051
    0.7693   16.5226
    0.7794   16.6470
    0.7895   16.7741
    0.7996   16.8987
    0.8097   17.0136
    0.8198   17.1092
    0.8299   17.2229
    0.8400   17.4102
    0.8501   17.5981
    0.8602   17.7826
    0.8703   17.9598
    0.8804   18.1254
    0.8905   18.2743
    0.9006   18.3975
    0.9107   18.4552
    0.9209   18.4500
    0.9311   18.4346
    0.9412   18.4084
    0.9514   18.3712
    0.9616   18.3225
    0.9718   18.2622
    0.9820   18.1902
    0.9922   18.1074
    1.0024   18.0146
    1.0126   17.9137
    1.0227   17.9078
    1.0328   17.8890
    1.0429   17.8552
    1.0530   17.8045
    1.0631   17.7354
    1.0732   17.6482
    1.0833   17.5455
    1.0934   17.4324
    1.1035   17.3146
    1.1136   17.1973
    1.1237   17.0842
    1.1338   16.9783
    1.1439   16.8822
    1.1540   16.7984
    1.1641   16.7287
    1.1742   16.6726
    1.1843   16.6263
    1.1944   16.5827
    1.2045   16.5334
    1.2146   16.4731
    1.2247   16.4027
    1.2348   16.3286
    1.2449   16.2580
    1.2550   16.1969
    1.2651   16.1492
    1.2752   16.1164
    1.2853   16.0979
    1.2954   16.0913
    1.3055   16.0930
    1.3156   16.0991
    1.3257   16.1062
    1.3358   16.1117
    1.3459   16.1137
    1.3560   16.1137
    1.3662   16.1138
    1.3763   16.1142
    1.3864   16.1151
    1.3965   16.1168
    1.4067   16.1197
    1.4168   16.1242
    1.4269   16.1308
    1.4371   16.1398
    1.4472   16.1519
    1.4573   16.1673
    1.4674   16.1865
    1.4776   16.2097
    1.4877   16.2373
    1.4978   16.2691
    1.5080   16.3053
    1.5181   16.3456
    1.5282   16.3896
    1.5384   16.4370
    1.5485   16.4872
    1.5586   16.5396
    1.5687   16.5936
    1.5789   16.6486
    1.5890   16.7037
    1.5991   16.7586
    1.6093   16.8124
    1.6194   16.8647
    1.6295   16.9148
    1.6396   16.9620
    1.6498   17.0056
    1.6599   17.0444
    1.6700   17.0769
    1.6802   17.1007
    1.6903   17.1120
    1.7004   17.1060
    1.7105   17.0784
    1.7207   17.0301
    1.7308   16.9689
    1.7409   16.9058
    1.7511   16.8490
    1.7612   16.8010
    1.7713   16.7596
    1.7814   16.7236
    1.7916   16.6828
    1.8017   16.6241
    1.8118   16.5671
    1.8220   16.5128
    1.8321   16.4616
    1.8422   16.4142
    1.8523   16.3711
    1.8625   16.3328
    1.8726   16.2997
    1.8827   16.2722
    1.8929   16.2505
    1.9030   16.2348
    1.9131   16.2253
    1.9233   16.2222
    1.9334   16.2401
    1.9436   16.2586
    1.9538   16.2773
    1.9640   16.2957
    1.9742   16.3132
    1.9844   16.3290
    1.9946   16.3425
    2.0048   16.3528
    2.0150   16.3593
    2.0251   16.3615

    0.0000   16.5617
    0.0101   16.5631
    0.0203   16.5670
    0.0304   16.5718
    0.0405   16.5738
    0.0506   16.5691
    0.0608   16.5567
    0.0709   16.5388
    0.0810   16.5183
    0.0912   16.5268
    0.1013   16.5752
    0.1114   16.6314
    0.1215   16.6953
    0.1317   16.7663
    0.1418   16.8311
    0.1519   16.8162
    0.1621   16.7854
    0.1722   16.8047
    0.1823   16.8728
    0.1925   16.9412
    0.2026   17.0061
    0.2127   17.0762
    0.2228   17.1510
    0.2330   17.2194
    0.2431   17.2714
    0.2532   17.2995
    0.2634   17.2985
    0.2735   17.2719
    0.2836   17.2327
    0.2937   17.1941
    0.3039   17.1656
    0.3140   17.1494
    0.3241   17.1406
    0.3343   17.1324
    0.3444   17.1199
    0.3545   17.1007
    0.3646   17.0741
    0.3748   17.0400
    0.3849   16.9991
    0.3950   16.9523
    0.4052   16.9008
    0.4153   16.8457
    0.4254   16.7881
    0.4355   16.7291
    0.4457   16.6694
    0.4558   16.6099
    0.4659   16.5643
    0.4761   16.5452
    0.4862   16.5277
    0.4963   16.5119
    0.5064   16.4977
    0.5166   16.4854
    0.5267   16.4748
    0.5368   16.4662
    0.5470   16.4594
    0.5571   16.4545
    0.5672   16.4516
    0.5774   16.4506
    0.5875   16.4422
    0.5976   16.4190
    0.6077   16.3878
    0.6178   16.3616
    0.6279   16.3598
    0.6380   16.3904
    0.6481   16.4454
    0.6582   16.5182
    0.6683   16.6056
    0.6784   16.7061
    0.6885   16.7816
    0.6986   16.8274
    0.7087   16.8404
    0.7188   16.8189
    0.7289   16.8137
    0.7390   16.8542
    0.7491   16.9484
    0.7592   17.0844
    0.7693   17.2452
    0.7794   17.4185
    0.7895   17.5966
    0.7996   17.7737
    0.8097   17.9450
    0.8198   18.1052
    0.8299   18.2488
    0.8400   18.3362
    0.8501   18.4104
    0.8602   18.4935
    0.8703   18.5652
    0.8804   18.5782
    0.8905   18.5693
    0.9006   18.5496
    0.9107   18.5582
    0.9209   18.5592
    0.9311   18.5622
    0.9412   18.5671
    0.9514   18.5738
    0.9616   18.5822
    0.9718   18.5917
    0.9820   18.6016
    0.9922   18.6104
    1.0024   18.6166
    1.0126   18.6189
    1.0227   18.6097
    1.0328   18.5800
    1.0429   18.5289
    1.0530   18.4602
    1.0631   18.3813
    1.0732   18.2999
    1.0833   18.2208
    1.0934   18.1448
    1.1035   18.0698
    1.1136   17.9919
    1.1237   17.9058
    1.1338   17.8063
    1.1439   17.6929
    1.1540   17.5712
    1.1641   17.4478
    1.1742   17.3270
    1.1843   17.2132
    1.1944   17.1116
    1.2045   17.0283
    1.2146   16.9669
    1.2247   16.9261
    1.2348   16.9008
    1.2449   16.8855
    1.2550   16.8763
    1.2651   16.8713
    1.2752   16.8694
    1.2853   16.8702
    1.2954   16.8735
    1.3055   16.8790
    1.3156   16.8860
    1.3257   16.8931
    1.3358   16.8986
    1.3459   16.9007
    1.3560   16.9016
    1.3662   16.9042
    1.3763   16.9085
    1.3864   16.9145
    1.3965   16.9222
    1.4067   16.9315
    1.4168   16.9424
    1.4269   16.9548
    1.4371   16.9687
    1.4472   16.9839
    1.4573   17.0004
    1.4674   17.0181
    1.4776   17.0368
    1.4877   17.0564
    1.4978   17.0767
    1.5080   17.0976
    1.5181   17.1189
    1.5282   17.1402
    1.5384   17.1614
    1.5485   17.1821
    1.5586   17.2020
    1.5687   17.2208
    1.5789   17.2381
    1.5890   17.2534
    1.5991   17.2663
    1.6093   17.2763
    1.6194   17.2828
    1.6295   17.2855
    1.6396   17.2838
    1.6498   17.2772
    1.6599   17.2655
    1.6700   17.2482
    1.6802   17.2253
    1.6903   17.1966
    1.7004   17.1623
    1.7105   17.1227
    1.7207   17.0781
    1.7308   17.0290
    1.7409   16.9762
    1.7511   16.9203
    1.7612   16.8622
    1.7713   16.8027
    1.7814   16.7426
    1.7916   16.6938
    1.8017   16.6696
    1.8118   16.6472
    1.8220   16.6232
    1.8321   16.5977
    1.8422   16.5742
    1.8523   16.5585
    1.8625   16.5553
    1.8726   16.5648
    1.8827   16.5822
    1.8929   16.6004
    1.9030   16.6134
    1.9131   16.6194
    1.9233   16.6208
    1.9334   16.5786
    1.9436   16.5537
    1.9538   16.5425
    1.9640   16.5402
    1.9742   16.5430
    1.9844   16.5480
    1.9946   16.5532
    2.0048   16.5577
    2.0150   16.5606
    2.0251   16.5617

    0.0000   16.6770
    0.0101   16.6762
    0.0203   16.6737
    0.0304   16.6702
    0.0405   16.6681
    0.0506   16.6700
    0.0608   16.6760
    0.0709   16.6792
    0.0810   16.6612
    0.0912   16.6384
    0.1013   16.6373
    0.1114   16.6673
    0.1215   16.7226
    0.1317   16.7887
    0.1418   16.8433
    0.1519   16.9253
    0.1621   17.0114
    0.1722   17.1003
    0.1823   17.1913
    0.1925   17.2832
    0.2026   17.3667
    0.2127   17.4396
    0.2228   17.4838
    0.2330   17.4967
    0.2431   17.4891
    0.2532   17.4716
    0.2634   17.4552
    0.2735   17.4442
    0.2836   17.4347
    0.2937   17.4232
    0.3039   17.4093
    0.3140   17.3937
    0.3241   17.3771
    0.3343   17.3597
    0.3444   17.3416
    0.3545   17.3224
    0.3646   17.3022
    0.3748   17.2817
    0.3849   17.2615
    0.3950   17.2425
    0.4052   17.2252
    0.4153   17.2098
    0.4254   17.1965
    0.4355   17.1851
    0.4457   17.1758
    0.4558   17.1683
    0.4659   17.1626
    0.4761   17.1585
    0.4862   17.1560
    0.4963   17.1548
    0.5064   17.1548
    0.5166   17.1557
    0.5267   17.1573
    0.5368   17.1592
    0.5470   17.1612
    0.5571   17.1628
    0.5672   17.1640
    0.5774   17.1644
    0.5875   17.1493
    0.5976   17.1075
    0.6077   17.0465
    0.6178   16.9750
    0.6279   16.9010
    0.6380   16.8321
    0.6481   16.7759
    0.6582   16.7393
    0.6683   16.7279
    0.6784   16.7434
    0.6885   16.8183
    0.6986   16.9409
    0.7087   17.0459
    0.7188   17.1278
    0.7289   17.2458
    0.7390   17.3833
    0.7491   17.5345
    0.7592   17.6966
    0.7693   17.8201
    0.7794   17.8856
    0.7895   17.9490
    0.7996   18.0253
    0.8097   18.1206
    0.8198   18.2236
    0.8299   18.2836
    0.8400   18.3703
    0.8501   18.4649
    0.8602   18.5303
    0.8703   18.5670
    0.8804   18.6085
    0.8905   18.6179
    0.9006   18.5983
    0.9107   18.5583
    0.9209   18.5593
    0.9311   18.5622
    0.9412   18.5671
    0.9514   18.5739
    0.9616   18.5823
    0.9718   18.5918
    0.9820   18.6016
    0.9922   18.6104
    1.0024   18.6166
    1.0126   18.6189
    1.0227   18.6097
    1.0328   18.5800
    1.0429   18.5289
    1.0530   18.4602
    1.0631   18.3813
    1.0732   18.2999
    1.0833   18.2208
    1.0934   18.1448
    1.1035   18.0698
    1.1136   17.9919
    1.1237   17.9058
    1.1338   17.8063
    1.1439   17.6929
    1.1540   17.5712
    1.1641   17.4478
    1.1742   17.3270
    1.1843   17.2132
    1.1944   17.1116
    1.2045   17.0283
    1.2146   16.9669
    1.2247   16.9261
    1.2348   16.9008
    1.2449   16.8855
    1.2550   16.8763
    1.2651   16.8713
    1.2752   16.8694
    1.2853   16.8702
    1.2954   16.8735
    1.3055   16.8790
    1.3156   16.8860
    1.3257   16.8931
    1.3358   16.8986
    1.3459   16.9007
    1.3560   16.9016
    1.3662   16.9042
    1.3763   16.9085
    1.3864   16.9145
    1.3965   16.9222
    1.4067   16.9315
    1.4168   16.9424
    1.4269   16.9548
    1.4371   16.9687
    1.4472   16.9839
    1.4573   17.0004
    1.4674   17.0181
    1.4776   17.0368
    1.4877   17.0564
    1.4978   17.0767
    1.5080   17.0976
    1.5181   17.1189
    1.5282   17.1402
    1.5384   17.1614
    1.5485   17.1821
    1.5586   17.2020
    1.5687   17.2208
    1.5789   17.2381
    1.5890   17.2534
    1.5991   17.2663
    1.6093   17.2763
    1.6194   17.2828
    1.6295   17.2855
    1.6396   17.2838
    1.6498   17.2772
    1.6599   17.2655
    1.6700   17.2482
    1.6802   17.2253
    1.6903   17.1966
    1.7004   17.1623
    1.7105   17.1227
    1.7207   17.0781
    1.7308   17.0290
    1.7409   16.9762
    1.7511   16.9203
    1.7612   16.8622
    1.7713   16.8027
    1.7814   16.7426
    1.7916   16.6938
    1.8017   16.6696
    1.8118   16.6472
    1.8220   16.6232
    1.8321   16.5977
    1.8422   16.5742
    1.8523   16.5585
    1.8625   16.5553
    1.8726   16.5648
    1.8827   16.5822
    1.8929   16.6004
    1.9030   16.6134
    1.9131   16.6194
    1.9233   16.6208
    1.9334   16.6805
    1.9436   16.7415
    1.9538   16.7280
    1.9640   16.7155
    1.9742   16.7044
    1.9844   16.6949
    1.9946   16.6872
    2.0048   16.6816
    2.0150   16.6781
    2.0251   16.6770

    0.0000   16.6770
    0.0101   16.6828
    0.0203   16.6999
    0.0304   16.7279
    0.0405   16.7660
    0.0506   16.7635
    0.0608   16.7490
    0.0709   16.7381
    0.0810   16.7511
    0.0912   16.7894
    0.1013   16.8418
    0.1114   16.8994
    0.1215   16.9304
    0.1317   16.9263
    0.1418   16.9380
    0.1519   17.0004
    0.1621   17.0774
    0.1722   17.1520
    0.1823   17.2222
    0.1925   17.2923
    0.2026   17.3751
    0.2127   17.4659
    0.2228   17.5546
    0.2330   17.6400
    0.2431   17.7212
    0.2532   17.7972
    0.2634   17.8673
    0.2735   17.9031
    0.2836   17.9206
    0.2937   17.9250
    0.3039   17.9206
    0.3140   17.9119
    0.3241   17.9031
    0.3343   17.8981
    0.3444   17.9000
    0.3545   17.9109
    0.3646   17.9314
    0.3748   17.9612
    0.3849   17.9987
    0.3950   18.0419
    0.4052   18.0881
    0.4153   18.1322
    0.4254   18.1638
    0.4355   18.1591
    0.4457   18.1400
    0.4558   18.0985
    0.4659   18.0516
    0.4761   18.0037
    0.4862   17.9567
    0.4963   17.9120
    0.5064   17.8704
    0.5166   17.8327
    0.5267   17.7994
    0.5368   17.7713
    0.5470   17.7487
    0.5571   17.7322
    0.5672   17.7221
    0.5774   17.7187
    0.5875   17.7278
    0.5976   17.7536
    0.6077   17.7930
    0.6178   17.8415
    0.6279   17.7530
    0.6380   17.6425
    0.6481   17.5286
    0.6582   17.4143
    0.6683   17.3028
    0.6784   17.1977
    0.6885   17.1050
    0.6986   17.0404
    0.7087   17.0723
    0.7188   17.2102
    0.7289   17.3515
    0.7390   17.4916
    0.7491   17.6230
    0.7592   17.7349
    0.7693   17.8671
    0.7794   18.0443
    0.7895   18.2261
    0.7996   18.4021
    0.8097   18.3469
    0.8198   18.3356
    0.8299   18.4256
    0.8400   18.5776
    0.8501   18.7476
    0.8602   18.9242
    0.8703   19.1001
    0.8804   19.2678
    0.8905   19.4184
    0.9006   19.5379
    0.9107   19.5887
    0.9209   19.5894
    0.9311   19.5916
    0.9412   19.5953
    0.9514   19.5990
    0.9616   19.5802
    0.9718   19.5577
    0.9820   19.5334
    0.9922   19.5110
    1.0024   19.4949
    1.0126   19.4891
    1.0227   19.4710
    1.0328   19.4187
    1.0429   19.3417
    1.0530   19.2400
    1.0631   19.1106
    1.0732   18.9585
    1.0833   18.7930
    1.0934   18.6226
    1.1035   18.4540
    1.1136   18.2931
    1.1237   18.1459
    1.1338   18.0179
    1.1439   17.9098
    1.1540   17.8167
    1.1641   17.7337
    1.1742   17.6591
    1.1843   17.5930
    1.1944   17.5354
    1.2045   17.4858
    1.2146   17.4434
    1.2247   17.4069
    1.2348   17.3748
    1.2449   17.3457
    1.2550   17.3186
    1.2651   17.2925
    1.2752   17.2668
    1.2853   17.2413
    1.2954   17.2162
    1.3055   17.1920
    1.3156   17.1699
    1.3257   17.1515
    1.3358   17.1391
    1.3459   17.1346
    1.3560   17.1368
    1.3662   17.1434
    1.3763   17.1542
    1.3864   17.1692
    1.3965   17.1881
    1.4067   17.2109
    1.4168   17.2372
    1.4269   17.2670
    1.4371   17.2999
    1.4472   17.3358
    1.4573   17.3745
    1.4674   17.4158
    1.4776   17.4595
    1.4877   17.5055
    1.4978   17.5535
    1.5080   17.6034
    1.5181   17.6548
    1.5282   17.7074
    1.5384   17.7609
    1.5485   17.8145
    1.5586   17.8678
    1.5687   17.9197
    1.5789   17.9691
    1.5890   18.0144
    1.5991   18.0537
    1.6093   18.0848
    1.6194   18.1044
    1.6295   18.1092
    1.6396   18.0945
    1.6498   18.0558
    1.6599   17.9905
    1.6700   17.9030
    1.6802   17.8031
    1.6903   17.7009
    1.7004   17.6043
    1.7105   17.5178
    1.7207   17.4400
    1.7308   17.3655
    1.7409   17.2905
    1.7511   17.2168
    1.7612   17.1491
    1.7713   17.0925
    1.7814   17.0494
    1.7916   17.0191
    1.8017   16.9994
    1.8118   16.9870
    1.8220   16.9777
    1.8321   16.9660
    1.8422   16.9477
    1.8523   16.9109
    1.8625   16.8728
    1.8726   16.8409
    1.8827   16.8150
    1.8929   16.7951
    1.9030   16.7810
    1.9131   16.7725
    1.9233   16.7697
    1.9334   16.7555
    1.9436   16.7415
    1.9538   16.7280
    1.9640   16.7155
    1.9742   16.7044
    1.9844   16.6949
    1.9946   16.6872
    2.0048   16.6816
    2.0150   16.6781
    2.0251   16.6770

    0.0000   16.8422
    0.0101   16.8373
    0.0203   16.8235
    0.0304   16.8038
    0.0405   16.7822
    0.0506   16.8133
    0.0608   16.8692
    0.0709   16.8714
    0.0810   16.8801
    0.0912   16.9039
    0.1013   16.9294
    0.1114   16.9499
    0.1215   16.9891
    0.1317   17.0578
    0.1418   17.1333
    0.1519   17.2116
    0.1621   17.2891
    0.1722   17.3382
    0.1823   17.3590
    0.1925   17.3918
    0.2026   17.4364
    0.2127   17.4908
    0.2228   17.5683
    0.2330   17.6584
    0.2431   17.7439
    0.2532   17.8156
    0.2634   17.8688
    0.2735   17.9307
    0.2836   17.9871
    0.2937   18.0361
    0.3039   18.0776
    0.3140   18.1117
    0.3241   18.1386
    0.3343   18.1588
    0.3444   18.1731
    0.3545   18.1824
    0.3646   18.1876
    0.3748   18.1895
    0.3849   18.1886
    0.3950   18.1856
    0.4052   18.1807
    0.4153   18.1745
    0.4254   18.1672
    0.4355   18.1667
    0.4457   18.1506
    0.4558   18.1418
    0.4659   18.1330
    0.4761   18.1244
    0.4862   18.1161
    0.4963   18.1084
    0.5064   18.1012
    0.5166   18.0949
    0.5267   18.0893
    0.5368   18.0846
    0.5470   18.0810
    0.5571   18.0783
    0.5672   18.0767
    0.5774   18.0761
    0.5875   18.0638
    0.5976   18.0190
    0.6077   17.9470
    0.6178   17.8561
    0.6279   17.8947
    0.6380   17.9489
    0.6481   18.0006
    0.6582   18.0473
    0.6683   18.0870
    0.6784   18.1183
    0.6885   18.1406
    0.6986   18.1540
    0.7087   18.1595
    0.7188   18.1593
    0.7289   18.1569
    0.7390   18.1583
    0.7491   18.1729
    0.7592   18.2137
    0.7693   18.2912
